,IsVIP_500,payment_7_day,dau_days,days_between_install_first_pay,total_txns_7_day,total_page_views,total_product_liked,product_like_rate,total_free_coupon_got,total_bonus_xp_points
2694,0,15.02,5,255,6,647,133,0.205564142195,8,324000
2695,0,2.52,2,2758,2,117,13,0.111111111111,0,0
2696,0,18.99,1,193,3,4,-12,-3.0,1,18000
2697,0,35.35,1,8,2,-4,-16,4.0,0,0
2698,0,40.05,4,11,3,-6,-14,2.33333333333,0,0
2699,0,2.99,3,1,3,6,-13,-2.16666666667,1,105000
2700,0,11.98,7,80,3,106,23,0.216981132075,14,962100
2701,0,9.97,7,1974,4,209,67,0.320574162679,9,1828200
2702,0,23.98,7,279,3,557,156,0.280071813285,12,1986000
2703,0,7.15,4,1259,2,15,-13,-0.866666666667,5,303000
2704,1,112.98,7,26,3,842,202,0.239904988124,10,1371000
2705,0,9.99,6,2,2,87,12,0.137931034483,10,1038900
2706,0,9.0,4,1829,3,181,32,0.17679558011,1,45000
2707,0,36.98,7,86,4,647,198,0.306027820711,9,637200
2708,0,16.99,6,11,3,908,257,0.283039647577,6,735300
2709,0,2.99,1,138,3,-6,-17,2.83333333333,3,99000
2710,0,36.0,7,801,5,509,100,0.196463654224,10,676500
2711,0,3.99,7,2602,2,188,40,0.212765957447,14,1227300
2712,0,27.99,4,10,3,163,32,0.196319018405,3,1227000
2713,0,11.98,3,6,4,336,69,0.205357142857,3,292500
2714,0,15.99,5,17,2,84,23,0.27380952381,6,477900
2715,0,10.99,3,32,3,428,180,0.420560747664,3,930000
2716,0,31.98,7,1001,4,531,116,0.218455743879,13,1878000
2717,0,2.99,6,1213,2,143,21,0.146853146853,9,1017600
2718,0,33.75,3,183,3,48,0,0.0,4,247800
2719,0,18.99,6,44,3,768,140,0.182291666667,7,988500
2720,0,15.5,4,128,9,546,176,0.322344322344,2,135000
2721,0,12.99,3,411,3,32,-6,-0.1875,3,127800
2722,0,4.99,4,1693,3,5,-13,-2.6,4,355500
2723,0,13.99,6,18,2,21,-7,-0.333333333333,5,757200
2724,0,11.99,5,9,2,1295,282,0.217760617761,5,411600
2725,0,14.0,4,1819,3,655,240,0.36641221374,0,0
2726,0,42.97,7,70,4,342,109,0.318713450292,10,553500
2727,0,33.97,4,12,5,998,292,0.292585170341,3,147600
2728,0,7.9,5,16,2,159,24,0.150943396226,6,261000
2729,0,3.49,4,12,3,53,-1,-0.0188679245283,7,906000
2730,1,2.99,7,15,2,517,145,0.280464216634,0,0
2731,0,10.99,7,1795,2,1750,394,0.225142857143,15,1515300
2732,0,6.99,4,34,3,1,-9,-9.0,4,186000
2733,0,18.98,7,78,4,2966,850,0.286581254214,15,1933800
2734,0,2.99,6,19,3,300,56,0.186666666667,7,843000
2735,0,75.96,7,1384,6,940,285,0.303191489362,15,1408500
2736,0,14.44,4,936,7,87,19,0.218390804598,5,206100
2737,0,36.35,1,18,3,-2,-11,5.5,0,0
2738,0,2.0,7,2530,2,113,29,0.256637168142,14,843600
2739,0,8.48,4,305,4,184,58,0.315217391304,4,462600
2740,0,18.99,5,49,2,164,33,0.201219512195,5,453000
2741,0,31.35,1,13,3,-5,-14,2.8,0,0
2742,0,17.0,5,1621,3,207,28,0.135265700483,3,262500
2743,0,165.5,3,30,3,-5,-14,2.8,0,0
2744,0,13.99,2,129,2,28,-4,-0.142857142857,2,165000
2745,0,18.99,6,2750,3,137,20,0.14598540146,13,1413300
2746,0,151.97,6,2338,4,715,227,0.317482517483,1,30000
2747,0,158.97,5,1902,4,527,154,0.292220113852,5,630000
2748,0,13.99,7,508,2,739,172,0.232746955345,25,3609000
2749,0,5.99,5,218,3,133,14,0.105263157895,8,809700
2750,0,4.0,3,2096,3,665,257,0.386466165414,1,30000
2751,0,10.64,7,16,4,334,41,0.122754491018,10,561000
2752,0,9.99,1,5,2,18,-10,-0.555555555556,1,24000
2753,0,3.99,6,689,3,-2,-17,8.5,9,1242000
2754,0,12.99,6,22,3,154,36,0.233766233766,11,1611000
2755,0,20.49,7,1346,5,864,246,0.284722222222,28,2756100
2756,0,3.99,6,8,3,190,37,0.194736842105,18,1692600
2757,0,6.99,3,143,2,474,142,0.299578059072,4,473400
2758,0,4.98,2,1716,3,379,89,0.234828496042,4,1438500
2759,0,6.98,7,1,3,1219,328,0.269073010664,9,1158600
2760,0,11.99,6,1532,3,2242,712,0.317573595004,9,707400
2761,0,52.99,3,4,3,306,99,0.323529411765,3,276000
2762,0,19.0,7,227,4,1201,352,0.293089092423,15,1215000
2763,0,15.98,7,25,4,782,204,0.260869565217,14,1242000
2764,0,154.98,7,249,4,942,241,0.255838641189,3,427500
2765,0,46.97,7,16,4,448,154,0.34375,8,1331400
2766,0,9.75,4,1939,2,501,75,0.149700598802,4,249000
2767,0,25.0,3,584,3,40,-3,-0.075,3,129000
2768,0,30.0,5,20,3,39,9,0.230769230769,0,0
2769,0,5.14,1,402,2,50,4,0.08,2,45000
2770,0,11.48,7,4,3,626,173,0.276357827476,7,1059000
2771,0,8.7,6,2335,3,268,54,0.201492537313,0,0
2772,0,14.99,2,1274,3,70,2,0.0285714285714,1,54000
2773,0,13.99,6,191,2,231,66,0.285714285714,6,281400
2774,0,8.96,5,329,6,491,117,0.238289205703,9,1306800
2775,0,14.98,7,2,4,41,-11,-0.268292682927,8,737400
2776,0,105.96,6,2494,6,200,48,0.24,13,1956600
2777,0,11.99,7,39,3,660,130,0.19696969697,10,1467000
2778,0,67.96,4,4,6,212,52,0.245283018868,5,217200
2779,0,106.99,4,15,2,110,5,0.0454545454545,4,168300
2780,0,37.35,1,4,2,-4,-12,3.0,0,0
2781,0,11.49,5,237,3,19,-3,-0.157894736842,5,257400
2782,0,12.47,7,241,5,453,119,0.262693156733,24,2825100
2783,0,6.36,7,2034,3,1511,274,0.181336863005,3,231000
2784,0,20.96,5,16,5,301,72,0.239202657807,6,360600
2785,0,11.49,4,524,3,80,33,0.4125,6,706500
2786,0,9.99,7,1249,2,388,105,0.270618556701,13,1090800
2787,0,58.97,4,858,4,589,105,0.178268251273,5,579600
2788,0,42.94,7,14,8,466,120,0.257510729614,12,1227000
2789,0,17.97,7,1257,4,800,239,0.29875,13,1337100
2790,0,21.99,2,727,3,100,17,0.17,2,121500
2791,0,5.98,7,206,4,942,177,0.187898089172,1,48000
2792,0,14.99,5,13,2,292,55,0.188356164384,4,187500
2793,0,13.99,4,74,3,26,-3,-0.115384615385,0,0
2794,0,173.96,1,6,6,102,25,0.245098039216,1,405000
2795,0,18.99,2,514,2,9,-14,-1.55555555556,2,135000
2796,0,17.5,3,3,2,56,12,0.214285714286,1,37500
2797,0,7.75,4,2499,2,126,10,0.0793650793651,4,165000
2798,0,8.0,6,413,3,61,-4,-0.0655737704918,7,349500
2799,0,5.14,2,299,3,61,-4,-0.0655737704918,1,75000
2800,0,21.0,7,2468,4,759,189,0.249011857708,11,757500
2801,0,7.0,1,235,2,67,10,0.149253731343,1,45000
2802,0,9.3,1,862,3,2,-13,-6.5,2,112500
2803,0,41.97,7,2122,5,92,22,0.239130434783,11,875100
2804,0,51.99,1,1808,3,24,-6,-0.25,0,0
2805,0,5.99,7,19,2,210,42,0.2,10,947700
2806,0,60.8,2,96,22,434,129,0.297235023041,2,54000
2807,0,13.0,7,1647,2,309,75,0.242718446602,29,3197100
2808,0,24.95,7,25,7,210,44,0.209523809524,10,1132200
2809,0,11.97,6,4,4,115,7,0.0608695652174,1,57600
2810,0,8.99,7,2698,3,82,13,0.158536585366,13,1708500
2811,0,7.99,1,642,2,10,-14,-1.4,0,0
2812,0,8.99,7,2861,2,64,6,0.09375,18,1157700
2813,0,1.99,2,54,2,6,-7,-1.16666666667,2,129000
2814,0,11.99,7,76,2,653,227,0.347626339969,11,958200
2815,0,12.99,7,12,3,760,231,0.303947368421,18,1846800
2816,0,11.0,2,125,3,60,9,0.15,2,97500
2817,0,60.88,7,354,13,442,120,0.27149321267,13,1324800
2818,0,38.35,1,16,3,-5,-14,2.8,0,0
2819,0,10.99,2,28,2,-6,-14,2.33333333333,2,117000
2820,0,43.92,7,1969,10,629,189,0.300476947536,15,914400
2821,0,4.04,2,2564,2,61,2,0.0327868852459,1,24000
2822,0,16.44,7,2,7,1130,303,0.26814159292,9,1348500
2823,0,10.99,2,12,3,39,-1,-0.025641025641,0,0
2824,0,14.99,7,22,3,672,191,0.284226190476,15,1714800
2825,0,12.99,2,28,2,114,23,0.201754385965,4,324000
2826,0,27.95,7,1531,6,673,211,0.313521545319,11,727800
2827,0,4.99,6,1282,3,177,62,0.350282485876,9,2067000
2828,0,34.0,7,2435,3,9,-12,-1.33333333333,12,781500
2829,0,14.99,7,35,3,260,50,0.192307692308,12,1030200
2830,0,54.96,7,2595,5,529,183,0.345935727788,9,1387800
2831,0,106.98,2,1084,4,101,15,0.148514851485,2,149400
2832,1,27.99,7,8,2,282,70,0.248226950355,11,1148700
2833,0,148.75,5,2400,3,156,42,0.269230769231,6,798000
2834,0,27.99,3,2175,3,53,3,0.0566037735849,4,454500
2835,0,5.99,1,4,3,24,-1,-0.0416666666667,1,54000
2836,0,54.96,3,13,6,193,67,0.347150259067,2,360000
2837,0,15.99,3,1266,2,57,6,0.105263157895,3,180000
2838,0,33.0,4,7,2,126,21,0.166666666667,5,240000
2839,0,6.99,7,43,3,59,2,0.0338983050847,10,593400
2840,0,11.0,6,2324,3,418,152,0.363636363636,0,0
2841,0,12.99,7,25,2,1099,231,0.210191082803,9,1146600
2842,0,3.99,2,8,3,13,-13,-1.0,0,0
2843,0,12.99,1,162,2,0,-16,-inf,1,60000
2844,0,29.0,2,22,3,-3,-13,4.33333333333,0,0
2845,0,19.86,7,2033,15,1570,384,0.244585987261,13,984300
2846,0,10.99,1,16,3,5,-14,-2.8,1,66000
2847,0,17.97,7,2315,5,974,152,0.156057494867,3,115500
2848,0,7.0,1,456,2,23,-7,-0.304347826087,1,27000
2849,0,12.98,4,14,3,333,158,0.474474474474,3,181500
2850,0,11.99,4,2681,2,1025,247,0.240975609756,0,0
2851,0,6.99,2,16,3,10,-18,-1.8,0,0
2852,0,20.98,3,44,4,113,24,0.212389380531,3,190800
2853,0,29.46,7,1552,5,2878,701,0.243571924948,20,1675800
2854,0,15.99,2,2994,3,439,121,0.27562642369,5,541500
2855,0,29.0,7,2193,2,505,152,0.30099009901,15,1386300
2856,0,8.99,6,12,2,175,21,0.12,6,566400
2857,0,7.99,1,536,3,-8,-17,2.125,1,42000
2858,0,5.07,7,16,4,382,109,0.285340314136,22,1351200
2859,0,9.98,7,151,3,708,253,0.357344632768,15,1661100
2860,0,9.13,7,1651,3,2919,846,0.289825282631,10,889500
2861,0,4.99,1,17,3,20,-10,-0.5,0,0
2862,0,60.97,7,134,4,320,97,0.303125,11,649200
2863,0,38.97,7,20,4,58,3,0.051724137931,8,797400
2864,0,8.99,1,9,3,8,-10,-1.25,0,0
2865,0,2.98,4,18,4,7,-15,-2.14285714286,4,182400
2866,1,13.99,2,199,2,109,29,0.266055045872,3,507000
2867,0,38.0,6,1458,6,2022,578,0.285855588526,9,402000
2868,0,11.0,4,969,3,119,11,0.0924369747899,4,75000
2869,0,98.91,7,3,11,1805,531,0.294182825485,13,1524000
2870,0,13.99,7,7,2,1196,487,0.407190635452,10,513900
2871,0,4.49,2,127,2,17,-7,-0.411764705882,2,372000
2872,0,12.99,7,893,2,1223,369,0.301717089125,16,2277600
2873,0,3.99,6,19,3,227,61,0.26872246696,0,0
2874,0,205.96,2,2331,6,413,96,0.232445520581,0,0
2875,0,54.99,5,1578,2,159,36,0.22641509434,5,462300
2876,0,17.98,7,9,4,1333,268,0.201050262566,13,1731000
2877,0,1.99,3,1648,2,102,15,0.147058823529,0,0
2878,0,154.0,2,20,3,16,-3,-0.1875,1,45000
2879,0,1.99,5,525,3,44,-7,-0.159090909091,7,1237800
2880,0,10.14,1,28,2,-5,-12,2.4,1,21000
2881,0,7.99,5,240,3,38,-2,-0.0526315789474,4,237000
2882,0,5.99,7,56,3,186,56,0.301075268817,7,1065000
2883,0,7.0,2,2820,3,33,-11,-0.333333333333,3,99000
2884,0,18.99,1,15,3,227,75,0.330396475771,1,45000
2885,0,3.75,7,8,2,176,19,0.107954545455,6,330000
2886,0,7.49,3,15,3,12,-10,-0.833333333333,0,0
2887,0,18.39,7,790,13,1408,383,0.272017045455,13,1235400
2888,0,15.99,7,29,2,773,179,0.231565329884,7,877200
2889,0,5.99,4,1271,2,33,-3,-0.0909090909091,5,667200
2890,0,15.99,5,28,3,149,26,0.174496644295,7,453600
2891,0,12.99,3,6,2,73,18,0.246575342466,4,170700
2892,0,2.52,4,2396,2,138,30,0.217391304348,5,757500
2893,0,69.8,1,11,3,-4,-12,3.0,1,75000
2894,0,24.99,7,10,4,3814,1066,0.279496591505,6,459000
2895,0,130.0,1,1235,2,10,-16,-1.6,0,0
2896,0,27.39,1,95,6,76,13,0.171052631579,2,150000
2897,0,3.99,7,1169,2,103,18,0.174757281553,11,1187400
2898,0,9.0,2,2842,2,27,-7,-0.259259259259,2,45000
2899,0,13.97,7,117,5,139,6,0.0431654676259,16,1657500
2900,0,28.98,6,31,4,366,57,0.155737704918,1,18000
2901,0,8.99,6,18,3,36,-3,-0.0833333333333,4,243900
2902,0,10.98,6,19,3,114,10,0.0877192982456,9,566400
2903,0,10.15,7,1564,3,255,69,0.270588235294,14,1215000
2904,0,11.75,3,2823,2,112,18,0.160714285714,0,0
2905,0,5.0,6,1547,2,10,-10,-1.0,7,265500
2906,0,30.35,1,12,2,-3,-13,4.33333333333,0,0
2907,0,21.25,7,816,4,22,-6,-0.272727272727,13,757500
2908,0,9.57,7,13,3,338,96,0.284023668639,21,1486500
2909,0,113.0,4,7,4,-4,-16,4.0,0,0
2910,1,27.99,6,3,2,119,20,0.168067226891,8,653700
2911,0,28.97,1,279,5,10,-6,-0.6,0,0
2912,0,9.99,5,364,2,620,184,0.296774193548,0,0
2913,0,43.03,6,2329,4,358,82,0.22905027933,9,721500
2914,0,4.99,7,20,3,264,43,0.162878787879,12,1539600
2915,0,13.4,6,1806,5,145,26,0.179310344828,10,487800
2916,0,71.96,7,13,5,1784,757,0.42432735426,8,743400
2917,0,7.0,5,2644,3,161,45,0.27950310559,1,18000
2918,0,12.99,7,17,3,231,54,0.233766233766,8,1470000
2919,0,11.0,6,297,3,203,22,0.108374384236,0,0
2920,0,14.99,6,13,2,331,112,0.33836858006,9,1836000
2921,0,13.99,3,34,3,45,1,0.0222222222222,3,366000
2922,0,6.97,7,19,5,473,114,0.241014799154,7,717000
2923,0,50.99,1,1,3,485,164,0.338144329897,3,280800
2924,0,106.9,1,161,3,88,7,0.0795454545455,0,0
2925,0,35.96,1,8,6,50,16,0.32,1,120000
2926,0,14.98,7,16,3,2169,555,0.255878284924,13,1119300
2927,0,66.96,7,29,6,526,161,0.30608365019,9,1782000
2928,0,8.99,7,158,3,771,209,0.271076523995,12,1135500
2929,0,10.0,6,47,3,707,253,0.357850070721,1,60000
2930,0,22.98,7,960,4,385,94,0.244155844156,17,1911900
2931,0,46.07,3,10,3,-3,-13,4.33333333333,0,0
2932,0,17.99,6,71,3,203,49,0.241379310345,7,640500
2933,0,7.0,2,2186,3,387,114,0.294573643411,0,0
2934,0,5.99,6,19,3,65,-5,-0.0769230769231,9,1247700
2935,0,3.04,3,2281,3,493,160,0.324543610548,0,0
2936,0,9.99,6,895,3,536,134,0.25,8,562800
2937,0,3.04,6,1079,3,651,265,0.407066052227,6,1267500
2938,0,10.1,5,1967,3,144,19,0.131944444444,5,255000
2939,0,4.99,5,66,3,343,64,0.186588921283,6,828000
2940,0,14.99,7,1512,3,130,32,0.246153846154,11,997500
2941,0,6.99,4,799,2,170,43,0.252941176471,5,247500
2942,0,6.48,7,26,3,172,42,0.244186046512,11,1086300
2943,0,102.98,4,1847,4,149,34,0.228187919463,4,139500
2944,0,6.98,7,7,4,960,204,0.2125,13,2126700
2945,0,10.3,7,341,3,542,171,0.315498154982,19,1857300
2946,0,17.99,7,2384,3,245,43,0.175510204082,15,1701900
2947,0,9.99,7,2409,3,182,35,0.192307692308,12,847500
2948,0,6.49,5,2295,2,145,17,0.11724137931,7,1056000
2949,0,6.99,2,13,2,69,-8,-0.115942028986,3,315000
2950,0,3.0,6,1111,2,21,-10,-0.47619047619,6,310500
2951,0,6.99,3,126,2,60,4,0.0666666666667,4,592800
2952,0,170.96,6,7,6,1396,533,0.381805157593,9,855600
2953,0,4.99,5,502,3,46,-5,-0.108695652174,7,906900
2954,0,15.0,6,2383,3,12,-5,-0.416666666667,4,145500
2955,0,10.98,5,810,4,143,29,0.202797202797,5,1219200
2956,0,11.17,5,1746,4,376,118,0.313829787234,1,94500
2957,0,11.99,4,1103,3,163,31,0.19018404908,6,752400
2958,0,35.97,7,17,5,969,315,0.325077399381,7,384900
2959,0,7.99,6,95,2,500,95,0.19,6,687000
2960,0,154.0,1,6,3,-6,-10,1.66666666667,0,0
2961,0,27.0,1,2181,2,89,15,0.168539325843,0,0
2962,0,24.98,7,6,4,2134,577,0.27038425492,14,2041500
2963,0,13.0,2,15,3,91,21,0.230769230769,4,151500
2964,0,6.99,6,1559,3,81,18,0.222222222222,7,1050000
2965,0,90.25,6,2162,2,419,123,0.293556085919,11,954000
2966,0,18.99,2,23,2,272,62,0.227941176471,3,576000
2967,0,11.99,4,14,2,242,53,0.219008264463,6,383400
2968,0,2.0,1,162,3,0,-10,-inf,1,24000
2969,0,1.99,7,10,2,85,-2,-0.0235294117647,0,0
2970,0,107.99,1,4,3,42,-3,-0.0714285714286,0,0
2971,0,10.98,2,93,4,166,21,0.126506024096,1,96000
2972,1,204.9,3,548,12,117,41,0.350427350427,1,15000
2973,0,23.95,7,12,6,174,23,0.132183908046,7,324000
2974,0,11.99,7,108,2,46,14,0.304347826087,11,2214900
2975,0,12.99,5,57,2,449,154,0.3429844098,9,1798500
2976,0,5.49,1,2476,2,12,-10,-0.833333333333,1,45000
2977,0,6.0,1,1993,3,20,-8,-0.4,1,60000
2978,0,38.0,1,2351,3,23,0,0.0,0,0
2979,0,12.99,6,17,2,404,120,0.29702970297,13,988800
2980,0,3.14,1,2841,2,111,21,0.189189189189,1,21000
2981,0,6.99,3,446,3,37,6,0.162162162162,4,159000
2982,0,1.99,7,14,3,601,112,0.186356073211,18,1857000
2983,0,172.89,6,692,13,849,268,0.31566548881,13,1609500
2984,0,5.99,2,8,2,63,-2,-0.031746031746,1,60000
2985,1,24.99,4,15,2,101,35,0.346534653465,5,408000
2986,0,28.97,7,30,5,1357,460,0.338983050847,12,988200
2987,0,14.99,7,835,2,-5,-18,3.6,15,1197600
2988,0,25.99,3,5,2,108,51,0.472222222222,2,147000
2989,0,8.99,3,1735,2,1,-13,-13.0,3,75000
2990,0,6.99,7,51,3,843,189,0.224199288256,12,1047300
2991,0,10.95,6,2622,4,191,55,0.287958115183,9,676500
2992,0,11.99,4,13,3,63,-3,-0.047619047619,4,1412100
2993,0,5.14,7,1620,2,322,55,0.170807453416,7,529500
2994,0,30.98,7,7,3,299,66,0.220735785953,10,1012200
2995,0,8.99,7,18,2,101,22,0.217821782178,14,1882200
2996,0,9.99,6,15,2,1026,380,0.37037037037,10,1009800
2997,0,3.99,6,6,2,74,12,0.162162162162,5,522600
2998,0,150.97,4,2190,4,882,270,0.30612244898,7,372000
2999,0,6.99,5,46,2,417,71,0.170263788969,8,1501200
3000,0,9.49,7,48,2,1013,282,0.278381046397,16,2613000
3001,0,28.99,2,7,3,55,8,0.145454545455,1,33600
3002,0,16.99,6,2589,3,187,43,0.229946524064,9,1058400
3003,0,9.49,3,2526,2,300,85,0.283333333333,4,136800
3004,0,8.99,3,1720,3,65,3,0.0461538461538,2,207000
3005,0,10.99,6,312,3,268,90,0.335820895522,10,1092000
3006,0,17.99,7,1368,2,124,37,0.298387096774,20,1427700
3007,0,37.98,7,459,3,200,44,0.22,9,1157100
3008,0,10.98,7,16,4,649,156,0.240369799692,15,1665900
3009,0,13.99,7,9,3,421,107,0.254156769596,13,1122900
3010,0,23.98,2,2,4,1131,428,0.37842617153,3,913500
3011,0,7.49,6,553,3,135,27,0.2,11,1264500
3012,0,17.99,5,120,2,172,23,0.133720930233,5,346500
3013,0,16.98,4,8,3,355,98,0.276056338028,5,585000
3014,0,23.98,7,412,3,1025,293,0.285853658537,12,1291800
3015,0,9.98,6,27,3,623,98,0.157303370787,0,0
3016,0,14.99,6,1879,3,456,121,0.265350877193,5,635700
3017,0,7.99,1,222,2,-8,-18,2.25,1,28800
3018,0,36.96,6,1207,6,958,220,0.229645093946,11,968400
3019,0,8.98,7,366,3,772,239,0.309585492228,14,1007700
3020,0,11.99,7,142,3,698,120,0.171919770774,15,1250100
3021,0,5.99,1,13,3,-9,-17,1.88888888889,0,0
3022,0,1.99,2,16,2,105,-3,-0.0285714285714,1,72000
3023,0,7.99,4,934,2,47,3,0.063829787234,6,925500
3024,0,11.0,4,1825,2,228,35,0.15350877193,1,37500
3025,0,10.99,6,1,3,84,6,0.0714285714286,3,444000
3026,0,9.97,7,100,5,527,139,0.26375711575,13,2891400
3027,0,11.99,7,30,2,133,22,0.165413533835,9,1263600
3028,0,8.99,7,326,3,156,18,0.115384615385,9,1247400
3029,0,7.98,7,668,4,413,95,0.230024213075,10,741000
3030,0,26.0,7,12,4,1084,287,0.264760147601,5,562500
3031,0,10.98,7,30,3,419,113,0.26968973747,13,919200
3032,0,15.98,7,1258,4,359,37,0.103064066852,14,2056200
3033,0,6.49,7,876,2,47,-3,-0.063829787234,13,1087800
3034,0,5.99,4,421,2,23,-3,-0.130434782609,4,592500
3035,0,14.99,3,26,3,150,49,0.326666666667,3,127800
3036,0,4.98,5,17,3,103,26,0.252427184466,6,978900
3037,0,7.99,7,539,3,92,23,0.25,12,1699800
3038,0,14.99,2,12,2,14,-8,-0.571428571429,3,672000
3039,0,9.99,7,1664,2,158,45,0.284810126582,10,660300
3040,0,17.93,7,1,8,535,101,0.188785046729,13,8090400
3041,0,5.97,7,977,5,919,242,0.263329706202,14,1831500
3042,0,9.99,5,33,2,373,57,0.152815013405,5,712200
3043,0,3.99,7,36,3,617,170,0.275526742301,10,858000
3044,0,15.99,1,11,3,-5,-12,2.4,0,0
3045,0,14.99,4,817,2,57,5,0.0877192982456,0,0
3046,0,11.99,1,23,2,91,20,0.21978021978,1,60000
3047,0,25.94,6,993,7,1413,312,0.220806794055,7,525000
3048,0,8.98,1,17,4,32,-8,-0.25,0,0
3049,0,12.99,1,98,3,-5,-11,2.2,0,0
3050,0,8.99,7,38,3,405,85,0.20987654321,11,1252500
3051,0,14.98,2,51,3,47,-2,-0.0425531914894,2,170400
3052,0,9.25,7,942,2,125,28,0.224,15,1368600
3053,0,18.99,7,1054,2,633,102,0.161137440758,8,733800
3054,0,7.0,7,340,3,1963,731,0.372389200204,11,625500
3055,0,16.99,4,47,3,6,-7,-1.16666666667,4,295800
3056,0,58.99,7,56,3,747,239,0.319946452477,13,654300
3057,0,4.0,7,2224,2,1417,420,0.29640084686,17,1161000
3058,0,6.99,4,49,2,145,31,0.213793103448,5,414000
3059,0,13.99,7,8,3,1101,341,0.309718437784,12,1501800
3060,0,29.0,6,3,3,171,26,0.152046783626,6,610500
3061,0,5.99,3,12,3,61,-3,-0.0491803278689,3,718200
3062,0,8.99,7,20,2,48,2,0.0416666666667,16,2528700
3063,0,45.97,4,95,5,663,126,0.190045248869,6,340200
3064,0,21.96,7,974,6,1706,447,0.262016412661,24,2093700
3065,0,19.0,7,562,4,433,145,0.334872979215,22,1511100
3066,0,18.99,3,322,3,136,15,0.110294117647,3,151800
3067,0,11.75,7,1791,3,314,71,0.226114649682,14,946500
3068,0,52.96,1,178,5,94,11,0.117021276596,1,52500
3069,0,10.99,6,2076,3,755,260,0.344370860927,11,1445700
3070,0,41.98,6,21,4,571,127,0.222416812609,10,891300
3071,0,1.99,2,4,3,186,31,0.166666666667,3,771000
3072,0,16.0,1,2237,3,269,77,0.28624535316,0,0
3073,0,4.49,7,11,2,162,17,0.104938271605,13,928500
3074,0,7.99,6,909,3,426,95,0.223004694836,10,1120800
3075,0,11.99,1,10,3,105,26,0.247619047619,0,0
3076,0,12.99,5,115,2,220,53,0.240909090909,3,424500
3077,0,6.99,5,17,2,605,99,0.163636363636,0,0
3078,0,2.99,1,20,3,-5,-12,2.4,1,24000
3079,0,8.0,2,2158,3,207,39,0.188405797101,3,73500
3080,0,28.99,6,9,2,84,25,0.297619047619,6,657000
3081,0,4.99,7,20,2,462,95,0.205627705628,16,2043600
3082,0,99.95,7,2987,6,1139,510,0.44776119403,25,2154900
3083,0,12.99,6,340,3,-5,-19,3.8,7,351000
3084,0,77.0,2,896,3,8,-10,-1.25,1,18000
3085,0,10.99,6,529,3,435,104,0.23908045977,9,652200
3086,0,21.96,6,18,5,98,12,0.122448979592,7,753000
3087,0,22.96,7,7,6,519,149,0.287090558767,13,1198800
3088,0,4.0,2,12,3,304,73,0.240131578947,2,55500
3089,0,10.49,7,26,2,289,39,0.134948096886,11,915000
3090,0,22.99,3,19,3,569,160,0.281195079086,4,474000
3091,0,4.49,5,26,2,112,17,0.151785714286,8,826500
3092,0,12.48,6,2356,3,3398,792,0.233078281342,34,3411000
3093,0,14.98,4,67,3,339,69,0.203539823009,4,286200
3094,0,158.97,5,1821,5,644,185,0.287267080745,5,430500
3095,0,7.21,7,1346,3,349,69,0.19770773639,13,727500
3096,0,13.99,3,425,3,2,-16,-8.0,1,120000
3097,0,5.99,5,37,2,33,4,0.121212121212,6,483900
3098,0,4.98,7,2246,4,226,77,0.340707964602,9,1182000
3099,0,1.99,3,77,3,66,10,0.151515151515,2,130500
3100,0,20.44,6,539,8,155,61,0.393548387097,10,1013400
3101,0,9.99,4,46,3,63,10,0.15873015873,0,0
3102,0,10.95,6,47,6,633,182,0.287519747235,11,1898400
3103,0,8.99,7,115,2,21,-8,-0.380952380952,13,749700
3104,0,8.31,2,7,2,337,105,0.311572700297,5,733500
3105,0,21.98,3,60,4,238,62,0.260504201681,5,1160100
3106,0,58.99,2,27,3,448,159,0.354910714286,4,377400
3107,0,10.99,2,52,3,109,19,0.174311926606,3,351300
3108,0,8.98,3,8,4,210,59,0.280952380952,3,174300
3109,0,9.99,7,286,2,131,12,0.0916030534351,11,908100
3110,0,6.99,1,7,3,5,-14,-2.8,0,0
3111,0,5.0,7,2274,2,71,0,0.0,13,1168500
3112,0,12.98,7,1575,3,65,-5,-0.0769230769231,9,779700
3113,0,3.99,1,1972,2,28,2,0.0714285714286,1,18000
3114,0,2.99,2,19,3,58,-3,-0.051724137931,1,270000
3115,0,14.97,7,1776,4,478,97,0.202928870293,17,2535600
3116,0,7.98,3,96,3,143,5,0.034965034965,0,0
3117,0,40.46,7,8,6,434,126,0.290322580645,15,2006400
3118,0,9.52,7,28,2,62,-5,-0.0806451612903,15,1072200
3119,0,4.99,7,56,3,144,19,0.131944444444,9,1175400
3120,0,11.99,5,84,3,187,41,0.219251336898,5,569100
3121,0,17.99,6,1362,3,118,25,0.21186440678,8,717000
3122,0,10.49,6,60,3,77,-6,-0.0779220779221,10,1317000
3123,0,33.35,1,19,3,-4,-10,2.5,0,0
3124,0,9.99,1,888,2,-3,-16,5.33333333333,1,150000
3125,0,32.0,7,348,4,583,95,0.16295025729,8,303000
3126,0,11.99,6,57,2,571,106,0.185639229422,5,327000
3127,0,27.99,7,36,3,817,205,0.250917992656,13,1439400
3128,0,12.98,7,7,4,881,240,0.272417707151,7,561600
3129,0,1.99,7,2466,3,1093,249,0.227813357731,18,2158800
3130,0,15.99,7,47,2,612,156,0.254901960784,17,3386700
3131,0,6.99,7,12,3,130,30,0.230769230769,9,657600
3132,0,9.49,4,508,3,56,8,0.142857142857,4,303000
